date,season,stage,round,is_playoff,home_team,away_team,home_goals,away_goals,home_ht_goals,away_ht_goals,source
2019-03-02,2018-19,Clausura,9,False,León,Santos Laguna,3.0,0.0,0.0,0.0,footballcsv
2019-03-03,2018-19,Clausura,9,False,Lobos BUAP,Pumas UNAM,2.0,1.0,1.0,0.0,footballcsv
2019-03-03,2018-19,Clausura,9,False,Toluca,Veracruz,3.0,1.0,1.0,1.0,footballcsv
2019-03-04,2018-19,Clausura,9,False,Puebla,Querétaro,1.0,0.0,1.0,0.0,footballcsv
2019-03-05,2018-19,Clausura,1,False,América,Necaxa,1.0,3.0,1.0,0.0,footballcsv
2019-03-08,2018-19,Clausura,10,False,Veracruz,Santos Laguna,2.0,2.0,1.0,1.0,footballcsv
2019-03-08,2018-19,Clausura,10,False,Atlas,Cruz Azul,0.0,2.0,0.0,1.0,footballcsv
2019-03-09,2018-19,Clausura,10,False,Necaxa,Toluca,1.0,1.0,0.0,0.0,footballcsv
2019-03-09,2018-19,Clausura,10,False,Pachuca,Tijuana,4.0,0.0,2.0,0.0,footballcsv
2019-03-09,2018-19,Clausura,10,False,América,Puebla,1.0,0.0,0.0,0.0,footballcsv
2019-03-09,2018-19,Clausura,10,False,Monterrey,Tigres UANL,1.0,1.0,1.0,0.0,footballcsv
2019-03-09,2018-19,Clausura,10,False,Querétaro,Guadalajara,0.0,0.0,0.0,0.0,footballcsv
2019-03-10,2018-19,Clausura,10,False,Lobos BUAP,León,0.0,1.0,0.0,1.0,footballcsv
2019-03-10,2018-19,Clausura,10,False,Pumas UNAM,Monarcas Morelia,2.0,2.0,0.0,1.0,footballcsv
2019-03-15,2018-19,Clausura,11,False,Puebla,Pumas UNAM,1.0,0.0,0.0,0.0,footballcsv
2019-03-15,2018-19,Clausura,11,False,Monarcas Morelia,Lobos BUAP,1.0,1.0,1.0,1.0,footballcsv
2019-03-16,2018-19,Clausura,11,False,Guadalajara,América,0.0,2.0,0.0,1.0,footballcsv
2019-03-16,2018-19,Clausura,11,False,Tigres UANL,Querétaro,4.0,1.0,2.0,0.0,footballcsv
2019-03-16,2018-19,Clausura,11,False,Tijuana,Monterrey,1.0,0.0,0.0,0.0,footballcsv
2019-03-16,2018-19,Clausura,11,False,Cruz Azul,Pachuca,4.0,1.0,2.0,0.0,footballcsv
2019-03-17,2018-19,Clausura,11,False,León,Veracruz,2.0,0.0,2.0,0.0,footballcsv
2019-03-17,2018-19,Clausura,11,False,Toluca,Atlas,2.0,0.0,1.0,0.0,footballcsv
2019-03-17,2018-19,Clausura,11,False,Santos Laguna,Necaxa,1.0,2.0,0.0,1.0,footballcsv
2019-03-29,2018-19,Clausura,12,False,Monarcas Morelia,León,2.0,3.0,2.0,0.0,footballcsv
2019-03-29,2018-19,Clausura,12,False,Atlas,Santos Laguna,1.0,0.0,0.0,0.0,footballcsv
2019-03-30,2018-19,Clausura,12,False,América,Tigres UANL,3.0,0.0,1.0,0.0,footballcsv
2019-03-30,2018-19,Clausura,12,False,Pachuca,Toluca,3.0,2.0,2.0,1.0,footballcsv
2019-03-30,2018-19,Clausura,12,False,Monterrey,Cruz Azul,2.0,2.0,1.0,0.0,footballcsv
2019-03-30,2018-19,Clausura,12,False,Necaxa,Veracruz,2.0,0.0,1.0,0.0,footballcsv
2019-03-30,2018-19,Clausura,12,False,Querétaro,Tijuana,1.0,0.0,0.0,0.0,footballcsv
2019-03-31,2018-19,Clausura,12,False,Lobos BUAP,Puebla,0.0,4.0,0.0,3.0,footballcsv
2019-03-31,2018-19,Clausura,12,False,Pumas UNAM,Guadalajara,2.0,1.0,2.0,1.0,footballcsv
2019-04-05,2018-19,Clausura,13,False,Puebla,Monarcas Morelia,1.0,1.0,0.0,1.0,footballcsv
2019-04-05,2018-19,Clausura,13,False,Veracruz,Atlas,0.0,1.0,0.0,0.0,footballcsv
2019-04-06,2018-19,Clausura,13,False,Cruz Azul,Querétaro,3.0,0.0,1.0,0.0,footballcsv
2019-04-06,2018-19,Clausura,13,False,León,Necaxa,2.0,1.0,2.0,0.0,footballcsv
2019-04-06,2018-19,Clausura,13,False,Tigres UANL,Pumas UNAM,2.0,0.0,1.0,0.0,footballcsv
2019-04-06,2018-19,Clausura,13,False,Guadalajara,Lobos BUAP,0.0,1.0,0.0,0.0,footballcsv
2019-04-06,2018-19,Clausura,13,False,Tijuana,América,3.0,2.0,1.0,2.0,footballcsv
2019-04-07,2018-19,Clausura,13,False,Santos Laguna,Pachuca,0.0,0.0,0.0,0.0,footballcsv
2019-04-07,2018-19,Clausura,13,False,Toluca,Monterrey,5.0,1.0,1.0,0.0,footballcsv
2019-04-12,2018-19,Clausura,14,False,Atlas,Necaxa,1.0,2.0,0.0,1.0,footballcsv
2019-04-12,2018-19,Clausura,14,False,Puebla,León,0.0,3.0,0.0,2.0,footballcsv
2019-04-13,2018-19,Clausura,14,False,Pachuca,Veracruz,9.0,2.0,6.0,1.0,footballcsv
2019-04-13,2018-19,Clausura,14,False,Monarcas Morelia,Guadalajara,1.0,0.0,1.0,0.0,footballcsv
2019-04-13,2018-19,Clausura,14,False,Querétaro,Toluca,0.0,0.0,0.0,0.0,footballcsv
2019-04-14,2018-19,Clausura,14,False,Pumas UNAM,Tijuana,1.0,0.0,0.0,0.0,footballcsv
2019-04-14,2018-19,Clausura,14,False,Monterrey,Santos Laguna,4.0,0.0,1.0,0.0,footballcsv
2019-04-14,2018-19,Clausura,14,False,América,Cruz Azul,0.0,0.0,0.0,0.0,footballcsv
2019-04-14,2018-19,Clausura,14,False,Lobos BUAP,Tigres UANL,0.0,3.0,0.0,0.0,footballcsv
2019-04-19,2018-19,Clausura,15,False,Tijuana,Lobos BUAP,1.0,2.0,1.0,1.0,footballcsv
2019-04-19,2018-19,Clausura,15,False,Veracruz,Monterrey,0.0,1.0,0.0,0.0,footballcsv
2019-04-20,2018-19,Clausura,15,False,León,Atlas,5.0,2.0,1.0,0.0,footballcsv
2019-04-20,2018-19,Clausura,15,False,Cruz Azul,Pumas UNAM,2.0,1.0,1.0,0.0,footballcsv
2019-04-20,2018-19,Clausura,15,False,Tigres UANL,Monarcas Morelia,3.0,3.0,0.0,2.0,footballcsv
2019-04-20,2018-19,Clausura,15,False,Guadalajara,Puebla,1.0,3.0,1.0,2.0,footballcsv
2019-04-20,2018-19,Clausura,15,False,Necaxa,Pachuca,2.0,2.0,1.0,1.0,footballcsv
2019-04-21,2018-19,Clausura,15,False,Santos Laguna,Querétaro,2.0,1.0,2.0,0.0,footballcsv
2019-04-21,2018-19,Clausura,15,False,Toluca,América,3.0,2.0,1.0,1.0,footballcsv
2019-04-26,2018-19,Clausura,16,False,Monarcas Morelia,Tijuana,1.0,4.0,1.0,1.0,footballcsv
2019-04-26,2018-19,Clausura,16,False,Puebla,Tigres UANL,1.0,1.0,0.0,1.0,footballcsv
2019-04-27,2018-19,Clausura,16,False,Guadalajara,León,2.0,1.0,0.0,0.0,footballcsv
2019-04-27,2018-19,Clausura,16,False,Pachuca,Atlas,1.0,0.0,0.0,0.0,footballcsv
2019-04-27,2018-19,Clausura,16,False,América,Santos Laguna,1.0,0.0,1.0,0.0,footballcsv
2019-04-27,2018-19,Clausura,16,False,Monterrey,Necaxa,2.0,2.0,2.0,1.0,footballcsv
2019-04-28,2018-19,Clausura,16,False,Lobos BUAP,Cruz Azul,1.0,4.0,1.0,2.0,footballcsv
2019-04-28,2018-19,Clausura,16,False,Querétaro,Veracruz,2.0,1.0,1.0,0.0,footballcsv
2019-04-28,2018-19,Clausura,16,False,Pumas UNAM,Toluca,2.0,2.0,1.0,0.0,footballcsv
2019-05-03,2018-19,Clausura,17,False,Veracruz,América,0.0,2.0,0.0,1.0,footballcsv
2019-05-04,2018-19,Clausura,17,False,Tigres UANL,Guadalajara,2.0,1.0,1.0,0.0,footballcsv
2019-05-04,2018-19,Clausura,17,False,León,Pachuca,2.0,1.0,1.0,0.0,footballcsv
2019-05-04,2018-19,Clausura,17,False,Cruz Azul,Monarcas Morelia,1.0,1.0,0.0,1.0,footballcsv
2019-05-04,2018-19,Clausura,17,False,Tijuana,Puebla,4.0,0.0,0.0,0.0,footballcsv
2019-05-04,2018-19,Clausura,17,False,Necaxa,Querétaro,1.0,0.0,0.0,0.0,footballcsv
2019-05-05,2018-19,Clausura,17,False,Toluca,Lobos BUAP,4.0,0.0,1.0,0.0,footballcsv
2019-05-05,2018-19,Clausura,17,False,Atlas,Monterrey,2.0,0.0,1.0,0.0,footballcsv
2019-05-05,2018-19,Clausura,17,False,Santos Laguna,Pumas UNAM,5.0,2.0,3.0,1.0,footballcsv
2019-05-08,2018-19,Clausura - Liguilla,Quarterfinals,True,Tijuana,León,1.0,3.0,0.0,1.0,footballcsv
2019-05-08,2018-19,Clausura - Liguilla,Quarterfinals,True,Pachuca,Tigres UANL,1.0,1.0,1.0,1.0,footballcsv
2019-05-09,2018-19,Clausura - Liguilla,Quarterfinals,True,Necaxa,Monterrey,1.0,0.0,1.0,0.0,footballcsv
2019-05-09,2018-19,Clausura - Liguilla,Quarterfinals,True,América,Cruz Azul,3.0,1.0,2.0,1.0,footballcsv
2019-05-11,2018-19,Clausura - Liguilla,Quarterfinals,True,Tigres UANL,Pachuca,1.0,1.0,0.0,0.0,footballcsv
2019-05-11,2018-19,Clausura - Liguilla,Quarterfinals,True,León,Tijuana,2.0,1.0,2.0,1.0,footballcsv
2019-05-12,2018-19,Clausura - Liguilla,Quarterfinals,True,Monterrey,Necaxa,1.0,0.0,1.0,0.0,footballcsv
2019-05-12,2018-19,Clausura - Liguilla,Quarterfinals,True,Cruz Azul,América,1.0,0.0,0.0,0.0,footballcsv
2019-05-15,2018-19,Clausura - Liguilla,Semifinals,True,Monterrey,Tigres UANL,1.0,0.0,1.0,0.0,footballcsv
2019-05-16,2018-19,Clausura - Liguilla,Semifinals,True,América,León,0.0,1.0,0.0,0.0,footballcsv
2019-05-18,2018-19,Clausura - Liguilla,Semifinals,True,Tigres UANL,Monterrey,1.0,0.0,1.0,0.0,footballcsv
2019-05-19,2018-19,Clausura - Liguilla,Semifinals,True,León,América,0.0,1.0,0.0,1.0,footballcsv
2019-05-23,2018-19,Clausura - Liguilla,Final,True,Tigres UANL,León,1.0,0.0,1.0,0.0,footballcsv
2019-05-26,2018-19,Clausura - Liguilla,Final,True,León,Tigres UANL,0.0,0.0,0.0,0.0,footballcsv
2019-07-19,2019-20,Apertura,1,False,Atlas,FC Juárez,1.0,0.0,0.0,0.0,footballcsv
2019-07-19,2019-20,Apertura,1,False,Puebla,Tijuana,1.0,3.0,1.0,1.0,footballcsv
2019-07-20,2019-20,Apertura,1,False,Atlético San Luis,Pumas UNAM,0.0,2.0,0.0,0.0,footballcsv
2019-07-20,2019-20,Apertura,1,False,América,Monterrey,4.0,2.0,2.0,2.0,footballcsv
2019-07-20,2019-20,Apertura,1,False,Pachuca,León,1.0,3.0,0.0,2.0,footballcsv
2019-07-20,2019-20,Apertura,1,False,Necaxa,Cruz Azul,0.0,0.0,0.0,0.0,footballcsv
2019-07-20,2019-20,Apertura,1,False,Tigres UANL,Monarcas Morelia,4.0,2.0,3.0,0.0,footballcsv
2019-07-21,2019-20,Apertura,1,False,Santos Laguna,Guadalajara,3.0,0.0,1.0,0.0,footballcsv
2019-07-21,2019-20,Apertura,1,False,Toluca,Querétaro,0.0,2.0,0.0,0.0,footballcsv
2019-07-26,2019-20,Apertura,2,False,Monarcas Morelia,Atlas,0.0,1.0,0.0,0.0,footballcsv
2019-07-26,2019-20,Apertura,2,False,Veracruz,Pachuca,3.0,3.0,2.0,1.0,footballcsv
2019-07-27,2019-20,Apertura,2,False,Cruz Azul,Toluca,1.0,1.0,0.0,0.0,footballcsv
2019-07-27,2019-20,Apertura,2,False,Tijuana,Querétaro,1.0,1.0,1.0,0.0,footballcsv
2019-07-27,2019-20,Apertura,2,False,León,América,0.0,0.0,0.0,0.0,footballcsv
2019-07-28,2019-20,Apertura,2,False,Atlético San Luis,Monterrey,1.0,0.0,1.0,0.0,footballcsv
2019-07-28,2019-20,Apertura,2,False,Santos Laguna,FC Juárez,3.0,0.0,0.0,0.0,footballcsv
2019-07-28,2019-20,Apertura,2,False,Guadalajara,Tigres UANL,2.0,0.0,1.0,0.0,footballcsv
2019-07-28,2019-20,Apertura,2,False,Pumas UNAM,Necaxa,2.0,0.0,1.0,0.0,footballcsv
2019-08-02,2019-20,Apertura,3,False,Puebla,Guadalajara,1.0,1.0,1.0,1.0,footballcsv
2019-08-02,2019-20,Apertura,3,False,Atlas,Santos Laguna,1.0,2.0,0.0,1.0,footballcsv
2019-08-03,2019-20,Apertura,3,False,Necaxa,Veracruz,7.0,0.0,1.0,0.0,footballcsv
2019-08-03,2019-20,Apertura,3,False,Pachuca,Monarcas Morelia,1.0,2.0,0.0,1.0,footballcsv
2019-08-03,2019-20,Apertura,3,False,Monterrey,León,3.0,2.0,1.0,2.0,footballcsv
2019-08-03,2019-20,Apertura,3,False,Querétaro,Cruz Azul,3.0,0.0,1.0,0.0,footballcsv
2019-08-03,2019-20,Apertura,3,False,América,Tijuana,3.0,1.0,0.0,0.0,footballcsv
2019-08-04,2019-20,Apertura,3,False,FC Juárez,Toluca,2.0,0.0,1.0,0.0,footballcsv
2019-08-04,2019-20,Apertura,3,False,Pumas UNAM,Tigres UANL,0.0,1.0,0.0,0.0,footballcsv
2019-08-09,2019-20,Apertura,4,False,Monarcas Morelia,Monterrey,0.0,1.0,0.0,0.0,footballcsv
2019-08-09,2019-20,Apertura,4,False,Veracruz,Atlas,1.0,2.0,1.0,0.0,footballcsv
2019-08-09,2019-20,Apertura,4,False,Tijuana,Pumas UNAM,1.0,0.0,1.0,0.0,footballcsv
2019-08-10,2019-20,Apertura,4,False,Cruz Azul,FC Juárez,2.0,0.0,0.0,0.0,footballcsv
2019-08-10,2019-20,Apertura,4,False,Tigres UANL,Necaxa,3.0,1.0,3.0,1.0,footballcsv
2019-08-10,2019-20,Apertura,4,False,Guadalajara,Atlético San Luis,3.0,0.0,1.0,0.0,footballcsv
2019-08-10,2019-20,Apertura,4,False,Querétaro,Pachuca,2.0,1.0,0.0,1.0,footballcsv
2019-08-11,2019-20,Apertura,4,False,Toluca,América,0.0,1.0,0.0,0.0,footballcsv
2019-08-11,2019-20,Apertura,4,False,Santos Laguna,Puebla,4.0,1.0,2.0,1.0,footballcsv
2019-08-16,2019-20,Apertura,5,False,Puebla,Pachuca,0.0,4.0,0.0,2.0,footballcsv
2019-08-16,2019-20,Apertura,5,False,Atlas,Cruz Azul,1.0,3.0,0.0,2.0,footballcsv
2019-08-17,2019-20,Apertura,5,False,Monterrey,Toluca,2.0,0.0,1.0,0.0,footballcsv
2019-08-17,2019-20,Apertura,5,False,América,Monarcas Morelia,1.0,0.0,0.0,0.0,footballcsv
2019-08-17,2019-20,Apertura,5,False,León,Guadalajara,4.0,3.0,2.0,1.0,footballcsv
2019-08-17,2019-20,Apertura,5,False,Atlético San Luis,Tigres UANL,1.0,1.0,0.0,0.0,footballcsv
2019-08-18,2019-20,Apertura,5,False,Necaxa,Santos Laguna,3.0,0.0,0.0,0.0,footballcsv
2019-08-18,2019-20,Apertura,5,False,FC Juárez,Querétaro,0.0,2.0,0.0,0.0,footballcsv
2019-08-18,2019-20,Apertura,5,False,Pumas UNAM,Veracruz,2.0,0.0,0.0,0.0,footballcsv
2019-08-23,2019-20,Apertura,6,False,Veracruz,Atlético San Luis,1.0,2.0,1.0,1.0,footballcsv
2019-08-23,2019-20,Apertura,6,False,Monarcas Morelia,Pumas UNAM,2.0,0.0,1.0,0.0,footballcsv
2019-08-23,2019-20,Apertura,6,False,Santos Laguna,Monterrey,2.0,1.0,2.0,0.0,footballcsv
2019-08-24,2019-20,Apertura,6,False,Cruz Azul,Puebla,1.0,1.0,0.0,0.0,footballcsv
2019-08-24,2019-20,Apertura,6,False,Tigres UANL,América,1.0,1.0,1.0,0.0,footballcsv
2019-08-24,2019-20,Apertura,6,False,Querétaro,León,0.0,4.0,0.0,1.0,footballcsv
2019-08-24,2019-20,Apertura,6,False,Pachuca,Atlas,3.0,1.0,2.0,0.0,footballcsv
2019-08-25,2019-20,Apertura,6,False,Guadalajara,Necaxa,1.0,2.0,0.0,2.0,footballcsv
2019-08-25,2019-20,Apertura,6,False,Toluca,Tijuana,2.0,0.0,1.0,0.0,footballcsv
2019-08-27,2019-20,Apertura,7,False,América,Pachuca,1.0,1.0,0.0,0.0,footballcsv
2019-08-27,2019-20,Apertura,7,False,Atlas,Tigres UANL,1.0,1.0,0.0,0.0,footballcsv
2019-08-27,2019-20,Apertura,7,False,Veracruz,Querétaro,0.0,5.0,0.0,3.0,footballcsv
2019-08-27,2019-20,Apertura,7,False,Atlético San Luis,Monarcas Morelia,1.0,1.0,1.0,0.0,footballcsv
2019-08-28,2019-20,Apertura,7,False,Necaxa,Toluca,1.0,1.0,1.0,1.0,footballcsv
2019-08-28,2019-20,Apertura,7,False,Tijuana,Cruz Azul,3.0,2.0,1.0,2.0,footballcsv
2019-08-28,2019-20,Apertura,7,False,León,Santos Laguna,2.0,2.0,1.0,1.0,footballcsv
2019-08-29,2019-20,Apertura,7,False,Puebla,FC Juárez,2.0,1.0,0.0,1.0,footballcsv
2019-08-29,2019-20,Apertura,7,False,Monterrey,Pumas UNAM,2.0,0.0,1.0,0.0,footballcsv
2019-08-30,2019-20,Apertura,8,False,Atlas,América,3.0,0.0,1.0,0.0,footballcsv
2019-08-30,2019-20,Apertura,8,False,Monarcas Morelia,Veracruz,1.0,0.0,0.0,0.0,footballcsv
2019-08-31,2019-20,Apertura,8,False,Necaxa,Tijuana,3.0,2.0,1.0,2.0,footballcsv
2019-08-31,2019-20,Apertura,8,False,Tigres UANL,León,1.0,1.0,0.0,1.0,footballcsv
2019-08-31,2019-20,Apertura,8,False,Pachuca,Atlético San Luis,0.0,2.0,0.0,0.0,footballcsv
2019-08-31,2019-20,Apertura,8,False,Cruz Azul,Guadalajara,1.0,1.0,1.0,1.0,footballcsv
2019-09-01,2019-20,Apertura,8,False,FC Juárez,Monterrey,1.0,0.0,1.0,0.0,footballcsv
2019-09-01,2019-20,Apertura,8,False,Pumas UNAM,Toluca,2.0,1.0,0.0,0.0,footballcsv
2019-09-01,2019-20,Apertura,8,False,Querétaro,Puebla,1.0,1.0,1.0,0.0,footballcsv
2019-09-13,2019-20,Apertura,9,False,Tijuana,Tigres UANL,1.0,1.0,0.0,1.0,footballcsv
2019-09-13,2019-20,Apertura,9,False,Veracruz,Cruz Azul,0.0,0.0,0.0,0.0,footballcsv
2019-09-13,2019-20,Apertura,9,False,Puebla,Atlético San Luis,1.0,3.0,1.0,2.0,footballcsv
2019-09-14,2019-20,Apertura,9,False,León,FC Juárez,3.0,1.0,0.0,1.0,footballcsv
2019-09-14,2019-20,Apertura,9,False,Guadalajara,Atlas,1.0,0.0,0.0,0.0,footballcsv
2019-09-14,2019-20,Apertura,9,False,América,Pumas UNAM,1.0,1.0,0.0,0.0,footballcsv
2019-09-14,2019-20,Apertura,9,False,Monterrey,Necaxa,0.0,2.0,0.0,1.0,footballcsv
2019-09-15,2019-20,Apertura,9,False,Santos Laguna,Pachuca,2.0,2.0,1.0,2.0,footballcsv
2019-09-15,2019-20,Apertura,9,False,Toluca,Monarcas Morelia,0.0,2.0,0.0,0.0,footballcsv
2019-09-20,2019-20,Apertura,10,False,Monarcas Morelia,Guadalajara,1.0,0.0,1.0,0.0,footballcsv
2019-09-20,2019-20,Apertura,10,False,Atlas,Toluca,0.0,1.0,0.0,1.0,footballcsv
2019-09-21,2019-20,Apertura,10,False,América,Querétaro,2.0,2.0,1.0,1.0,footballcsv
2019-09-21,2019-20,Apertura,10,False,Pachuca,Tijuana,4.0,1.0,3.0,0.0,footballcsv
2019-09-21,2019-20,Apertura,10,False,Monterrey,Puebla,3.0,2.0,2.0,0.0,footballcsv
2019-09-21,2019-20,Apertura,10,False,Necaxa,León,2.0,4.0,0.0,1.0,footballcsv
2019-09-21,2019-20,Apertura,10,False,Atlético San Luis,Santos Laguna,2.0,3.0,2.0,2.0,footballcsv
2019-09-22,2019-20,Apertura,10,False,Pumas UNAM,Cruz Azul,1.0,1.0,0.0,0.0,footballcsv
2019-09-22,2019-20,Apertura,10,False,FC Juárez,Veracruz,2.0,0.0,2.0,0.0,footballcsv
2019-09-24,2019-20,Apertura,11,False,Querétaro,Necaxa,1.0,2.0,0.0,0.0,footballcsv
2019-09-24,2019-20,Apertura,11,False,León,Atlas,1.0,1.0,0.0,1.0,footballcsv
2019-09-24,2019-20,Apertura,11,False,Tigres UANL,Puebla,0.0,1.0,0.0,0.0,footballcsv
2019-09-24,2019-20,Apertura,11,False,Guadalajara,Pachuca,2.0,4.0,1.0,1.0,footballcsv
2019-09-25,2019-20,Apertura,11,False,Santos Laguna,Veracruz,5.0,0.0,1.0,0.0,footballcsv
2019-09-25,2019-20,Apertura,11,False,FC Juárez,América,1.0,1.0,1.0,0.0,footballcsv
2019-09-25,2019-20,Apertura,11,False,Tijuana,Monarcas Morelia,3.0,2.0,2.0,1.0,footballcsv
2019-09-25,2019-20,Apertura,11,False,Cruz Azul,Monterrey,1.0,1.0,0.0,0.0,footballcsv
2019-09-26,2019-20,Apertura,11,False,Toluca,Atlético San Luis,3.0,1.0,1.0,0.0,footballcsv
2019-09-27,2019-20,Apertura,12,False,Atlas,Querétaro,2.0,0.0,1.0,0.0,footballcsv
2019-09-27,2019-20,Apertura,12,False,Puebla,León,2.0,1.0,1.0,0.0,footballcsv
2019-09-28,2019-20,Apertura,12,False,Pachuca,Cruz Azul,2.0,0.0,1.0,0.0,footballcsv
2019-09-28,2019-20,Apertura,12,False,América,Guadalajara,4.0,1.0,2.0,0.0,footballcsv
2019-09-28,2019-20,Apertura,12,False,Necaxa,FC Juárez,0.0,0.0,0.0,0.0,footballcsv
2019-09-28,2019-20,Apertura,12,False,Monterrey,Tigres UANL,0.0,2.0,0.0,0.0,footballcsv
2019-09-29,2019-20,Apertura,12,False,Pumas UNAM,Santos Laguna,2.0,0.0,0.0,0.0,footballcsv
2019-09-29,2019-20,Apertura,12,False,Atlético San Luis,Tijuana,2.0,3.0,0.0,0.0,footballcsv
2019-09-29,2019-20,Apertura,12,False,Veracruz,Toluca,1.0,1.0,0.0,0.0,footballcsv
2019-10-04,2019-20,Apertura,13,False,Monarcas Morelia,Necaxa,2.0,3.0,2.0,0.0,footballcsv
2019-10-05,2019-20,Apertura,13,False,Guadalajara,Pumas UNAM,1.0,1.0,1.0,0.0,footballcsv
2019-10-05,2019-20,Apertura,13,False,Tigres UANL,Santos Laguna,4.0,0.0,2.0,0.0,footballcsv
2019-10-05,2019-20,Apertura,13,False,Tijuana,Atlas,2.0,2.0,1.0,1.0,footballcsv
2019-10-05,2019-20,Apertura,13,False,León,Veracruz,1.0,1.0,0.0,0.0,footballcsv
2019-10-05,2019-20,Apertura,13,False,Cruz Azul,América,5.0,2.0,1.0,2.0,footballcsv
2019-10-06,2019-20,Apertura,13,False,Toluca,Puebla,1.0,1.0,0.0,0.0,footballcsv
2019-10-06,2019-20,Apertura,13,False,FC Juárez,Atlético San Luis,1.0,2.0,1.0,1.0,footballcsv
2019-10-06,2019-20,Apertura,13,False,Querétaro,Monterrey,2.0,1.0,2.0,1.0,footballcsv
2019-10-18,2019-20,Apertura,14,False,Santos Laguna,Tijuana,4.0,1.0,3.0,0.0,footballcsv
2019-10-18,2019-20,Apertura,14,False,Puebla,Atlas,0.0,1.0,0.0,0.0,footballcsv
2019-10-18,2019-20,Apertura,14,False,Veracruz,Tigres UANL,1.0,3.0,0.0,3.0,footballcsv
2019-10-19,2019-20,Apertura,14,False,Cruz Azul,Monarcas Morelia,2.0,3.0,1.0,1.0,footballcsv
2019-10-19,2019-20,Apertura,14,False,Necaxa,América,2.0,2.0,0.0,0.0,footballcsv
2019-10-19,2019-20,Apertura,14,False,Pachuca,FC Juárez,0.0,1.0,0.0,0.0,footballcsv
2019-10-20,2019-20,Apertura,14,False,Atlético San Luis,Querétaro,0.0,2.0,0.0,2.0,footballcsv
2019-10-20,2019-20,Apertura,14,False,Monterrey,Guadalajara,1.0,1.0,1.0,1.0,footballcsv
2019-10-20,2019-20,Apertura,14,False,Pumas UNAM,León,1.0,2.0,1.0,1.0,footballcsv
2019-10-25,2019-20,Apertura,15,False,Monarcas Morelia,Santos Laguna,2.0,2.0,2.0,1.0,footballcsv
2019-10-25,2019-20,Apertura,15,False,Tijuana,Veracruz,2.0,0.0,0.0,0.0,footballcsv
2019-10-25,2019-20,Apertura,15,False,Atlas,Necaxa,0.0,2.0,0.0,0.0,footballcsv
2019-10-26,2019-20,Apertura,15,False,León,Atlético San Luis,3.0,2.0,1.0,2.0,footballcsv
2019-10-26,2019-20,Apertura,15,False,América,Puebla,2.0,0.0,0.0,0.0,footballcsv
2019-10-26,2019-20,Apertura,15,False,Querétaro,Pumas UNAM,3.0,0.0,2.0,0.0,footballcsv
2019-10-26,2019-20,Apertura,15,False,Tigres UANL,Cruz Azul,1.0,1.0,0.0,1.0,footballcsv
2019-10-27,2019-20,Apertura,15,False,FC Juárez,Guadalajara,1.0,2.0,1.0,0.0,footballcsv
2019-10-27,2019-20,Apertura,15,False,Toluca,Pachuca,2.0,0.0,0.0,0.0,footballcsv
2019-10-29,2019-20,Apertura,16,False,Santos Laguna,Querétaro,1.0,0.0,1.0,0.0,footballcsv
2019-10-29,2019-20,Apertura,16,False,Veracruz,Puebla,1.0,0.0,0.0,0.0,footballcsv
2019-10-29,2019-20,Apertura,16,False,Atlético San Luis,América,0.0,1.0,0.0,0.0,footballcsv
2019-10-29,2019-20,Apertura,16,False,Pumas UNAM,Atlas,5.0,1.0,1.0,1.0,footballcsv
2019-10-30,2019-20,Apertura,16,False,Guadalajara,Tijuana,0.0,1.0,0.0,1.0,footballcsv
2019-10-30,2019-20,Apertura,16,False,Tigres UANL,Toluca,1.0,0.0,0.0,0.0,footballcsv
2019-10-30,2019-20,Apertura,16,False,Pachuca,Monterrey,2.0,3.0,1.0,2.0,footballcsv
2019-10-31,2019-20,Apertura,16,False,Cruz Azul,León,1.0,0.0,0.0,0.0,footballcsv
2019-10-31,2019-20,Apertura,16,False,Monarcas Morelia,FC Juárez,6.0,1.0,2.0,0.0,footballcsv
2019-11-01,2019-20,Apertura,17,False,Puebla,Pumas UNAM,1.0,1.0,0.0,0.0,footballcsv
2019-11-01,2019-20,Apertura,17,False,Atlas,Atlético San Luis,1.0,2.0,1.0,0.0,footballcsv
2019-11-02,2019-20,Apertura,17,False,Querétaro,Tigres UANL,0.0,0.0,0.0,0.0,footballcsv
2019-11-02,2019-20,Apertura,17,False,América,Santos Laguna,1.0,2.0,1.0,0.0,footballcsv
2019-11-02,2019-20,Apertura,17,False,Necaxa,Pachuca,1.0,2.0,0.0,1.0,footballcsv
2019-11-02,2019-20,Apertura,17,False,Monterrey,Veracruz,1.0,1.0,0.0,0.0,footballcsv
2019-11-03,2019-20,Apertura,17,False,FC Juárez,Tijuana,3.0,0.0,1.0,0.0,footballcsv
2019-11-03,2019-20,Apertura,17,False,León,Monarcas Morelia,1.0,1.0,1.0,1.0,footballcsv
2019-11-03,2019-20,Apertura,17,False,Toluca,Guadalajara,1.0,3.0,1.0,2.0,footballcsv
2019-11-08,2019-20,Apertura,18,False,Veracruz,América,0.0,5.0,0.0,3.0,footballcsv
2019-11-08,2019-20,Apertura,18,False,Tijuana,Monterrey,0.0,4.0,0.0,1.0,footballcsv
2019-11-08,2019-20,Apertura,18,False,Monarcas Morelia,Puebla,3.0,2.0,1.0,1.0,footballcsv
2019-11-09,2019-20,Apertura,18,False,Atlético San Luis,Necaxa,0.0,2.0,0.0,1.0,footballcsv
