date,season,stage,round,is_playoff,home_team_raw,away_team_raw,home_goals,away_goals,home_ht_goals,away_ht_goals,source,home_team,away_team
2019-11-24,2019-20,Apertura,19,False,Deportivo Toluca,Santos Laguna,2.0,2.0,2.0,2.0,footballcsv,Toluca,Santos Laguna
2019-11-24,2019-20,Apertura,19,False,FC Juárez,UANL Tigres,1.0,2.0,0.0,1.0,footballcsv,FC Juárez,Tigres UANL
2019-11-27,2019-20,Apertura - Liguilla,Quarterfinals,True,Club Necaxa,Gallos Blancos,3.0,0.0,0.0,0.0,footballcsv,Necaxa,Querétaro
2019-11-27,2019-20,Apertura - Liguilla,Quarterfinals,True,Monarcas Morelia,Club León,3.0,3.0,2.0,2.0,footballcsv,Monarcas Morelia,León
2019-11-28,2019-20,Apertura - Liguilla,Quarterfinals,True,CF América,UANL Tigres,1.0,2.0,1.0,0.0,footballcsv,América,Tigres UANL
2019-11-28,2019-20,Apertura - Liguilla,Quarterfinals,True,CF Monterrey,Santos Laguna,5.0,2.0,2.0,2.0,footballcsv,Monterrey,Santos Laguna
2019-11-30,2019-20,Apertura - Liguilla,Quarterfinals,True,Gallos Blancos,Club Necaxa,2.0,3.0,2.0,0.0,footballcsv,Querétaro,Necaxa
2019-11-30,2019-20,Apertura - Liguilla,Quarterfinals,True,Club León,Monarcas Morelia,1.0,2.0,0.0,0.0,footballcsv,León,Monarcas Morelia
2019-12-01,2019-20,Apertura - Liguilla,Quarterfinals,True,UANL Tigres,CF América,2.0,4.0,0.0,3.0,footballcsv,Tigres UANL,América
2019-12-01,2019-20,Apertura - Liguilla,Quarterfinals,True,Santos Laguna,CF Monterrey,1.0,1.0,1.0,0.0,footballcsv,Santos Laguna,Monterrey
2019-12-04,2019-20,Apertura - Liguilla,Semifinals,True,CF Monterrey,Club Necaxa,2.0,1.0,1.0,0.0,footballcsv,Monterrey,Necaxa
2019-12-07,2019-20,Apertura - Liguilla,Semifinals,True,Club Necaxa,CF Monterrey,0.0,1.0,0.0,0.0,footballcsv,Necaxa,Monterrey
2019-12-08,2019-20,Apertura - Liguilla,Semifinals,True,CF América,Monarcas Morelia,2.0,0.0,2.0,0.0,footballcsv,América,Monarcas Morelia
2019-12-08,2019-20,Apertura - Liguilla,Semifinals,True,Monarcas Morelia,CF América,0.0,2.0,0.0,2.0,footballcsv,Monarcas Morelia,América
2019-12-26,2019-20,Apertura - Liguilla,Final,True,CF Monterrey,CF América,2.0,1.0,1.0,1.0,footballcsv,Monterrey,América
2019-12-29,2019-20,Apertura - Liguilla,Final,True,CF América,CF Monterrey,2.0,1.0,2.0,0.0,footballcsv,América,Monterrey
2020-01-10,2019-20,Clausura,1,False,Club Tijuana,Santos Laguna,2.0,1.0,1.0,0.0,footballcsv,Tijuana,Santos Laguna
2020-01-10,2019-20,Clausura,1,False,Monarcas Morelia,Deportivo Toluca,0.0,1.0,0.0,1.0,footballcsv,Monarcas Morelia,Toluca
2020-01-11,2019-20,Clausura,1,False,Cruz Azul,Atlas Guadalajara,1.0,2.0,1.0,1.0,footballcsv,Cruz Azul,Atlas
2020-01-11,2019-20,Clausura,1,False,Deportivo Guadalajara,FC Juárez,2.0,0.0,2.0,0.0,footballcsv,Guadalajara,FC Juárez
2020-01-11,2019-20,Clausura,1,False,Club León,Gallos Blancos,3.0,1.0,2.0,1.0,footballcsv,León,Querétaro
2020-01-11,2019-20,Clausura,1,False,UANL Tigres,Atlético San Luis,0.0,0.0,0.0,0.0,footballcsv,Tigres UANL,Atlético San Luis
2020-01-12,2019-20,Clausura,1,False,Pumas UNAM,CF Pachuca,2.0,1.0,1.0,0.0,footballcsv,Pumas UNAM,Pachuca
2020-01-16,2019-20,Clausura,2,False,FC Juárez,Pumas UNAM,4.0,4.0,3.0,2.0,footballcsv,FC Juárez,Pumas UNAM
2020-01-17,2019-20,Clausura,2,False,Atlético San Luis,Cruz Azul,2.0,1.0,1.0,0.0,footballcsv,Atlético San Luis,Cruz Azul
2020-01-17,2019-20,Clausura,2,False,Atlas Guadalajara,Puebla FC,0.0,1.0,0.0,1.0,footballcsv,Atlas,Puebla
2020-01-18,2019-20,Clausura,2,False,CF Pachuca,Deportivo Guadalajara,0.0,0.0,0.0,0.0,footballcsv,Pachuca,Guadalajara
2020-01-18,2019-20,Clausura,2,False,CF Monterrey,Monarcas Morelia,2.0,2.0,1.0,1.0,footballcsv,Monterrey,Monarcas Morelia
2020-01-18,2019-20,Clausura,2,False,CF América,UANL Tigres,1.0,0.0,0.0,0.0,footballcsv,América,Tigres UANL
2020-01-19,2019-20,Clausura,2,False,Deportivo Toluca,Club Necaxa,2.0,3.0,2.0,1.0,footballcsv,Toluca,Necaxa
2020-01-19,2019-20,Clausura,2,False,Gallos Blancos,Club Tijuana,3.0,0.0,2.0,0.0,footballcsv,Querétaro,Tijuana
2020-01-19,2019-20,Clausura,2,False,Santos Laguna,Club León,3.0,2.0,0.0,1.0,footballcsv,Santos Laguna,León
2020-01-24,2019-20,Clausura,3,False,Puebla FC,Gallos Blancos,0.0,1.0,0.0,0.0,footballcsv,Puebla,Querétaro
2020-01-24,2019-20,Clausura,3,False,Club Tijuana,CF América,0.0,0.0,0.0,0.0,footballcsv,Tijuana,América
2020-01-25,2019-20,Clausura,3,False,Club León,CF Pachuca,3.0,0.0,2.0,0.0,footballcsv,León,Pachuca
2020-01-25,2019-20,Clausura,3,False,Cruz Azul,Santos Laguna,3.0,0.0,1.0,0.0,footballcsv,Cruz Azul,Santos Laguna
2020-01-25,2019-20,Clausura,3,False,UANL Tigres,Atlas Guadalajara,2.0,1.0,1.0,0.0,footballcsv,Tigres UANL,Atlas
2020-01-25,2019-20,Clausura,3,False,Deportivo Guadalajara,Deportivo Toluca,2.0,2.0,1.0,0.0,footballcsv,Guadalajara,Toluca
2020-01-26,2019-20,Clausura,3,False,FC Juárez,Monarcas Morelia,3.0,0.0,1.0,0.0,footballcsv,FC Juárez,Monarcas Morelia
2020-01-26,2019-20,Clausura,3,False,Club Necaxa,Atlético San Luis,1.0,1.0,0.0,1.0,footballcsv,Necaxa,Atlético San Luis
2020-01-26,2019-20,Clausura,3,False,Pumas UNAM,CF Monterrey,1.0,0.0,0.0,0.0,footballcsv,Pumas UNAM,Monterrey
2020-01-31,2019-20,Clausura,4,False,Atlético San Luis,Deportivo Guadalajara,2.0,2.0,0.0,2.0,footballcsv,Atlético San Luis,Guadalajara
2020-01-31,2019-20,Clausura,4,False,Atlas Guadalajara,Club Tijuana,2.0,1.0,1.0,0.0,footballcsv,Atlas,Tijuana
2020-02-01,2019-20,Clausura,4,False,CF Pachuca,UANL Tigres,2.0,0.0,0.0,0.0,footballcsv,Pachuca,Tigres UANL
2020-02-01,2019-20,Clausura,4,False,Club Necaxa,Puebla FC,2.0,0.0,1.0,0.0,footballcsv,Necaxa,Puebla
2020-02-01,2019-20,Clausura,4,False,Santos Laguna,Pumas UNAM,1.0,1.0,0.0,0.0,footballcsv,Santos Laguna,Pumas UNAM
2020-02-01,2019-20,Clausura,4,False,CF Monterrey,Gallos Blancos,1.0,2.0,0.0,1.0,footballcsv,Monterrey,Querétaro
2020-02-01,2019-20,Clausura,4,False,CF América,FC Juárez,1.0,3.0,0.0,2.0,footballcsv,América,FC Juárez
2020-02-01,2019-20,Clausura,4,False,Monarcas Morelia,Club León,1.0,2.0,1.0,1.0,footballcsv,Monarcas Morelia,León
2020-02-02,2019-20,Clausura,4,False,Deportivo Toluca,Cruz Azul,3.0,3.0,2.0,2.0,footballcsv,Toluca,Cruz Azul
2020-02-04,2019-20,Clausura,1,False,Puebla FC,CF América,0.0,1.0,0.0,0.0,footballcsv,Puebla,América
2020-02-05,2019-20,Clausura,1,False,Club Necaxa,CF Monterrey,2.0,2.0,1.0,1.0,footballcsv,Necaxa,Monterrey
2020-02-06,2019-20,Clausura,5,False,Atlas Guadalajara,Monarcas Morelia,1.0,3.0,0.0,1.0,footballcsv,Atlas,Monarcas Morelia
2020-02-07,2019-20,Clausura,5,False,Club Tijuana,Deportivo Toluca,1.0,1.0,0.0,0.0,footballcsv,Tijuana,Toluca
2020-02-07,2019-20,Clausura,5,False,Puebla FC,Santos Laguna,2.0,2.0,0.0,1.0,footballcsv,Puebla,Santos Laguna
2020-02-08,2019-20,Clausura,5,False,Cruz Azul,CF Pachuca,3.0,1.0,0.0,0.0,footballcsv,Cruz Azul,Pachuca
2020-02-08,2019-20,Clausura,5,False,UANL Tigres,Deportivo Guadalajara,3.0,0.0,0.0,0.0,footballcsv,Tigres UANL,Guadalajara
2020-02-08,2019-20,Clausura,5,False,Club León,CF Monterrey,3.0,1.0,1.0,1.0,footballcsv,León,Monterrey
2020-02-09,2019-20,Clausura,5,False,FC Juárez,Club Necaxa,2.0,1.0,1.0,1.0,footballcsv,FC Juárez,Necaxa
2020-02-09,2019-20,Clausura,5,False,Gallos Blancos,CF América,1.0,2.0,1.0,1.0,footballcsv,Querétaro,América
2020-02-09,2019-20,Clausura,5,False,Pumas UNAM,Atlético San Luis,4.0,0.0,2.0,0.0,footballcsv,Pumas UNAM,Atlético San Luis
2020-02-14,2019-20,Clausura,6,False,Atlético San Luis,Club León,3.0,1.0,1.0,1.0,footballcsv,Atlético San Luis,León
2020-02-14,2019-20,Clausura,6,False,Monarcas Morelia,Club Tijuana,1.0,1.0,1.0,0.0,footballcsv,Monarcas Morelia,Tijuana
2020-02-15,2019-20,Clausura,6,False,Deportivo Guadalajara,Cruz Azul,1.0,2.0,1.0,2.0,footballcsv,Guadalajara,Cruz Azul
2020-02-15,2019-20,Clausura,6,False,CF Monterrey,FC Juárez,1.0,1.0,1.0,1.0,footballcsv,Monterrey,FC Juárez
2020-02-15,2019-20,Clausura,6,False,CF Pachuca,Puebla FC,1.0,0.0,1.0,0.0,footballcsv,Pachuca,Puebla
2020-02-15,2019-20,Clausura,6,False,Deportivo Toluca,Pumas UNAM,2.0,3.0,2.0,1.0,footballcsv,Toluca,Pumas UNAM
2020-02-15,2019-20,Clausura,6,False,CF América,Atlas Guadalajara,2.0,0.0,1.0,0.0,footballcsv,América,Atlas
2020-02-16,2019-20,Clausura,6,False,Santos Laguna,UANL Tigres,2.0,1.0,1.0,0.0,footballcsv,Santos Laguna,Tigres UANL
2020-02-16,2019-20,Clausura,6,False,Club Necaxa,Gallos Blancos,2.0,3.0,1.0,2.0,footballcsv,Necaxa,Querétaro
2020-02-21,2019-20,Clausura,7,False,Puebla FC,Deportivo Toluca,2.0,0.0,1.0,0.0,footballcsv,Puebla,Toluca
2020-02-21,2019-20,Clausura,7,False,Club Tijuana,Deportivo Guadalajara,0.0,1.0,0.0,1.0,footballcsv,Tijuana,Guadalajara
2020-02-21,2019-20,Clausura,7,False,Atlas Guadalajara,CF Pachuca,0.0,2.0,0.0,0.0,footballcsv,Atlas,Pachuca
2020-02-22,2019-20,Clausura,7,False,Club León,Club Necaxa,2.0,1.0,1.0,0.0,footballcsv,León,Necaxa
2020-02-22,2019-20,Clausura,7,False,Cruz Azul,UANL Tigres,2.0,1.0,1.0,0.0,footballcsv,Cruz Azul,Tigres UANL
2020-02-22,2019-20,Clausura,7,False,CF Monterrey,CF América,0.0,1.0,0.0,1.0,footballcsv,Monterrey,América
2020-02-23,2019-20,Clausura,7,False,FC Juárez,Santos Laguna,1.0,2.0,0.0,1.0,footballcsv,FC Juárez,Santos Laguna
2020-02-23,2019-20,Clausura,7,False,Pumas UNAM,Monarcas Morelia,1.0,2.0,1.0,0.0,footballcsv,Pumas UNAM,Monarcas Morelia
2020-02-23,2019-20,Clausura,7,False,Gallos Blancos,Atlético San Luis,0.0,1.0,0.0,1.0,footballcsv,Querétaro,Atlético San Luis
2020-02-28,2019-20,Clausura,8,False,Deportivo Toluca,CF Monterrey,2.0,0.0,0.0,0.0,footballcsv,Toluca,Monterrey
2020-02-28,2019-20,Clausura,8,False,Monarcas Morelia,Cruz Azul,2.0,4.0,0.0,2.0,footballcsv,Monarcas Morelia,Cruz Azul
2020-02-28,2019-20,Clausura,8,False,Club Tijuana,Puebla FC,0.0,1.0,0.0,0.0,footballcsv,Tijuana,Puebla
2020-02-28,2019-20,Clausura,8,False,Atlético San Luis,FC Juárez,0.0,3.0,0.0,3.0,footballcsv,Atlético San Luis,FC Juárez
2020-02-29,2019-20,Clausura,8,False,UANL Tigres,Pumas UNAM,3.0,0.0,1.0,0.0,footballcsv,Tigres UANL,Pumas UNAM
2020-02-29,2019-20,Clausura,8,False,CF Pachuca,Gallos Blancos,1.0,1.0,1.0,0.0,footballcsv,Pachuca,Querétaro
2020-02-29,2019-20,Clausura,8,False,CF América,Club Necaxa,0.0,3.0,0.0,2.0,footballcsv,América,Necaxa
2020-03-01,2019-20,Clausura,8,False,Deportivo Guadalajara,Club León,2.0,0.0,0.0,0.0,footballcsv,Guadalajara,León
2020-03-01,2019-20,Clausura,8,False,Santos Laguna,Atlas Guadalajara,1.0,0.0,1.0,0.0,footballcsv,Santos Laguna,Atlas
2020-03-06,2019-20,Clausura,9,False,Gallos Blancos,Deportivo Toluca,1.0,1.0,0.0,1.0,footballcsv,Querétaro,Toluca
2020-03-06,2019-20,Clausura,9,False,Pumas UNAM,CF América,3.0,3.0,1.0,1.0,footballcsv,Pumas UNAM,América
2020-03-06,2019-20,Clausura,9,False,Puebla FC,UANL Tigres,0.0,0.0,0.0,0.0,footballcsv,Puebla,Tigres UANL
2020-03-07,2019-20,Clausura,9,False,Cruz Azul,Club Tijuana,4.0,2.0,1.0,1.0,footballcsv,Cruz Azul,Tijuana
2020-03-07,2019-20,Clausura,9,False,CF Pachuca,Santos Laguna,1.0,0.0,1.0,0.0,footballcsv,Pachuca,Santos Laguna
2020-03-07,2019-20,Clausura,9,False,Atlas Guadalajara,Deportivo Guadalajara,1.0,2.0,0.0,2.0,footballcsv,Atlas,Guadalajara
2020-03-07,2019-20,Clausura,9,False,CF Monterrey,Atlético San Luis,2.0,2.0,1.0,0.0,footballcsv,Monterrey,Atlético San Luis
2020-03-08,2019-20,Clausura,9,False,Club Necaxa,Monarcas Morelia,1.0,2.0,1.0,2.0,footballcsv,Necaxa,Monarcas Morelia
2020-03-08,2019-20,Clausura,9,False,FC Juárez,Club León,1.0,4.0,1.0,0.0,footballcsv,FC Juárez,León
2020-03-13,2019-20,Clausura,10,False,Club Tijuana,CF Pachuca,3.0,2.0,1.0,1.0,footballcsv,Tijuana,Pachuca
2020-03-13,2019-20,Clausura,10,False,Monarcas Morelia,Gallos Blancos,4.0,0.0,1.0,0.0,footballcsv,Monarcas Morelia,Querétaro
2020-03-14,2019-20,Clausura,10,False,Atlético San Luis,Puebla FC,0.0,1.0,0.0,1.0,footballcsv,Atlético San Luis,Puebla
2020-03-14,2019-20,Clausura,10,False,UANL Tigres,FC Juárez,3.0,2.0,0.0,1.0,footballcsv,Tigres UANL,FC Juárez
2020-03-14,2019-20,Clausura,10,False,Club León,Pumas UNAM,3.0,1.0,2.0,1.0,footballcsv,León,Pumas UNAM
2020-03-14,2019-20,Clausura,10,False,Deportivo Guadalajara,CF Monterrey,1.0,1.0,1.0,0.0,footballcsv,Guadalajara,Monterrey
2020-03-15,2019-20,Clausura,10,False,CF América,Cruz Azul,0.0,1.0,0.0,0.0,footballcsv,América,Cruz Azul
2020-03-15,2019-20,Clausura,10,False,Deportivo Toluca,Atlas Guadalajara,2.0,3.0,1.0,1.0,footballcsv,Toluca,Atlas
2020-03-15,2019-20,Clausura,10,False,Santos Laguna,Club Necaxa,2.0,1.0,1.0,1.0,footballcsv,Santos Laguna,Necaxa
2020-03-21,2019-20,Clausura,11,False,Monarcas Morelia,Atlético San Luis,,,,,footballcsv,Monarcas Morelia,Atlético San Luis
2020-03-22,2019-20,Clausura,11,False,CF Monterrey,Santos Laguna,,,,,footballcsv,Monterrey,Santos Laguna
2020-03-22,2019-20,Clausura,11,False,CF América,Club León,,,,,footballcsv,América,León
2020-03-22,2019-20,Clausura,11,False,CF Pachuca,Deportivo Toluca,,,,,footballcsv,Pachuca,Toluca
2020-03-22,2019-20,Clausura,11,False,Club Necaxa,UANL Tigres,,,,,footballcsv,Necaxa,Tigres UANL
2020-03-22,2019-20,Clausura,11,False,Pumas UNAM,Club Tijuana,,,,,footballcsv,Pumas UNAM,Tijuana
2020-03-22,2019-20,Clausura,11,False,Puebla FC,Cruz Azul,,,,,footballcsv,Puebla,Cruz Azul
2020-03-23,2019-20,Clausura,11,False,Gallos Blancos,Deportivo Guadalajara,,,,,footballcsv,Querétaro,Guadalajara
2020-03-23,2019-20,Clausura,11,False,FC Juárez,Atlas Guadalajara,,,,,footballcsv,FC Juárez,Atlas
2020-04-04,2019-20,Clausura,12,False,Atlético San Luis,CF Pachuca,,,,,footballcsv,Atlético San Luis,Pachuca
2020-04-04,2019-20,Clausura,12,False,Atlas Guadalajara,CF Monterrey,,,,,footballcsv,Atlas,Monterrey
2020-04-05,2019-20,Clausura,12,False,Cruz Azul,Pumas UNAM,,,,,footballcsv,Cruz Azul,Pumas UNAM
2020-04-05,2019-20,Clausura,12,False,UANL Tigres,Gallos Blancos,,,,,footballcsv,Tigres UANL,Querétaro
2020-04-05,2019-20,Clausura,12,False,Club León,Puebla FC,,,,,footballcsv,León,Puebla
2020-04-05,2019-20,Clausura,12,False,Deportivo Toluca,FC Juárez,,,,,footballcsv,Toluca,FC Juárez
2020-04-05,2019-20,Clausura,12,False,Deportivo Guadalajara,Monarcas Morelia,,,,,footballcsv,Guadalajara,Monarcas Morelia
2020-04-06,2019-20,Clausura,12,False,Santos Laguna,CF América,,,,,footballcsv,Santos Laguna,América
2020-04-06,2019-20,Clausura,12,False,Club Tijuana,Club Necaxa,,,,,footballcsv,Tijuana,Necaxa
2020-04-11,2019-20,Clausura,13,False,Monarcas Morelia,UANL Tigres,,,,,footballcsv,Monarcas Morelia,Tigres UANL
2020-04-11,2019-20,Clausura,13,False,Atlético San Luis,Atlas Guadalajara,,,,,footballcsv,Atlético San Luis,Atlas
2020-04-12,2019-20,Clausura,13,False,CF América,Deportivo Toluca,,,,,footballcsv,América,Toluca
2020-04-12,2019-20,Clausura,13,False,Club León,Cruz Azul,,,,,footballcsv,León,Cruz Azul
2020-04-12,2019-20,Clausura,13,False,Club Necaxa,Deportivo Guadalajara,,,,,footballcsv,Necaxa,Guadalajara
2020-04-12,2019-20,Clausura,13,False,CF Monterrey,Club Tijuana,,,,,footballcsv,Monterrey,Tijuana
2020-04-12,2019-20,Clausura,13,False,Pumas UNAM,Puebla FC,,,,,footballcsv,Pumas UNAM,Puebla
2020-04-13,2019-20,Clausura,13,False,FC Juárez,CF Pachuca,,,,,footballcsv,FC Juárez,Pachuca
2020-04-13,2019-20,Clausura,13,False,Gallos Blancos,Santos Laguna,,,,,footballcsv,Querétaro,Santos Laguna
2020-04-17,2019-20,Clausura,14,False,Club Tijuana,FC Juárez,,,,,footballcsv,Tijuana,FC Juárez
2020-04-18,2019-20,Clausura,14,False,Puebla FC,Monarcas Morelia,,,,,footballcsv,Puebla,Monarcas Morelia
2020-04-18,2019-20,Clausura,14,False,Atlas Guadalajara,Pumas UNAM,,,,,footballcsv,Atlas,Pumas UNAM
2020-04-19,2019-20,Clausura,14,False,Deportivo Toluca,Club León,,,,,footballcsv,Toluca,León
2020-04-19,2019-20,Clausura,14,False,Cruz Azul,Gallos Blancos,,,,,footballcsv,Cruz Azul,Querétaro
2020-04-19,2019-20,Clausura,14,False,CF Pachuca,Club Necaxa,,,,,footballcsv,Pachuca,Necaxa
2020-04-19,2019-20,Clausura,14,False,UANL Tigres,CF Monterrey,,,,,footballcsv,Tigres UANL,Monterrey
2020-04-20,2019-20,Clausura,14,False,Deportivo Guadalajara,CF América,,,,,footballcsv,Guadalajara,América
2020-04-20,2019-20,Clausura,14,False,Santos Laguna,Atlético San Luis,,,,,footballcsv,Santos Laguna,Atlético San Luis
2020-04-25,2019-20,Clausura,15,False,Monarcas Morelia,CF Pachuca,,,,,footballcsv,Monarcas Morelia,Pachuca
2020-04-25,2019-20,Clausura,15,False,Gallos Blancos,Atlas Guadalajara,,,,,footballcsv,Querétaro,Atlas
2020-04-26,2019-20,Clausura,15,False,CF Monterrey,Cruz Azul,,,,,footballcsv,Monterrey,Cruz Azul
2020-04-26,2019-20,Clausura,15,False,Club León,Club Tijuana,,,,,footballcsv,León,Tijuana
2020-04-26,2019-20,Clausura,15,False,Deportivo Guadalajara,Santos Laguna,,,,,footballcsv,Guadalajara,Santos Laguna
2020-04-26,2019-20,Clausura,15,False,Deportivo Toluca,UANL Tigres,,,,,footballcsv,Toluca,Tigres UANL
2020-04-26,2019-20,Clausura,15,False,CF América,Atlético San Luis,,,,,footballcsv,América,Atlético San Luis
2020-04-27,2019-20,Clausura,15,False,Club Necaxa,Pumas UNAM,,,,,footballcsv,Necaxa,Pumas UNAM
2020-04-27,2019-20,Clausura,15,False,FC Juárez,Puebla FC,,,,,footballcsv,FC Juárez,Puebla
2020-05-01,2019-20,Clausura,16,False,Atlético San Luis,Deportivo Toluca,,,,,footballcsv,Atlético San Luis,Toluca
2020-05-02,2019-20,Clausura,16,False,Atlas Guadalajara,Club León,,,,,footballcsv,Atlas,León
2020-05-02,2019-20,Clausura,16,False,Puebla FC,CF Monterrey,,,,,footballcsv,Puebla,Monterrey
2020-05-03,2019-20,Clausura,16,False,Pumas UNAM,Deportivo Guadalajara,,,,,footballcsv,Pumas UNAM,Guadalajara
2020-05-03,2019-20,Clausura,16,False,CF Pachuca,CF América,,,,,footballcsv,Pachuca,América
2020-05-03,2019-20,Clausura,16,False,Gallos Blancos,FC Juárez,,,,,footballcsv,Querétaro,FC Juárez
2020-05-03,2019-20,Clausura,16,False,Cruz Azul,Club Necaxa,,,,,footballcsv,Cruz Azul,Necaxa
2020-05-03,2019-20,Clausura,16,False,UANL Tigres,Club Tijuana,,,,,footballcsv,Tigres UANL,Tijuana
2020-05-04,2019-20,Clausura,16,False,Santos Laguna,Monarcas Morelia,,,,,footballcsv,Santos Laguna,Monarcas Morelia
2020-05-09,2019-20,Clausura,17,False,Santos Laguna,Deportivo Toluca,,,,,footballcsv,Santos Laguna,Toluca
2020-05-09,2019-20,Clausura,17,False,Club Tijuana,Atlético San Luis,,,,,footballcsv,Tijuana,Atlético San Luis
2020-05-10,2019-20,Clausura,17,False,Club León,UANL Tigres,,,,,footballcsv,León,Tigres UANL
2020-05-10,2019-20,Clausura,17,False,Pumas UNAM,Gallos Blancos,,,,,footballcsv,Pumas UNAM,Querétaro
2020-05-10,2019-20,Clausura,17,False,Deportivo Guadalajara,Puebla FC,,,,,footballcsv,Guadalajara,Puebla
2020-05-10,2019-20,Clausura,17,False,Club Necaxa,Atlas Guadalajara,,,,,footballcsv,Necaxa,Atlas
2020-05-10,2019-20,Clausura,17,False,CF Monterrey,CF Pachuca,,,,,footballcsv,Monterrey,Pachuca
2020-05-11,2019-20,Clausura,17,False,Monarcas Morelia,CF América,,,,,footballcsv,Monarcas Morelia,América
2020-05-11,2019-20,Clausura,17,False,FC Juárez,Cruz Azul,,,,,footballcsv,FC Juárez,Cruz Azul
2020-07-24,2020-21,Apertura,1,False,Club Necaxa,UANL Tigres,0.0,3.0,0.0,2.0,footballcsv,Necaxa,Tigres UANL
2020-07-25,2020-21,Apertura,1,False,Club Tijuana,Atlas Guadalajara,3.0,1.0,1.0,1.0,footballcsv,Tijuana,Atlas
2020-07-25,2020-21,Apertura,1,False,Cruz Azul,Santos Laguna,2.0,0.0,1.0,0.0,footballcsv,Cruz Azul,Santos Laguna
2020-07-25,2020-21,Apertura,1,False,Deportivo Guadalajara,Club León,0.0,0.0,0.0,0.0,footballcsv,Guadalajara,León
2020-07-26,2020-21,Apertura,1,False,Pumas UNAM,Gallos Blancos,3.0,2.0,1.0,0.0,footballcsv,Pumas UNAM,Querétaro
2020-07-27,2020-21,Apertura,1,False,Mazatlán FC,Puebla FC,1.0,4.0,1.0,1.0,footballcsv,Mazatlán FC,Puebla
2020-07-27,2020-21,Apertura,1,False,Atlético San Luis,FC Juárez,1.0,1.0,1.0,0.0,footballcsv,Atlético San Luis,FC Juárez
2020-07-27,2020-21,Apertura,1,False,CF Pachuca,CF América,1.0,2.0,0.0,0.0,footballcsv,Pachuca,América
2020-07-28,2020-21,Apertura,1,False,CF Monterrey,Deportivo Toluca,3.0,1.0,2.0,0.0,footballcsv,Monterrey,Toluca
2020-07-31,2020-21,Apertura,2,False,Puebla FC,Cruz Azul,1.0,1.0,0.0,0.0,footballcsv,Puebla,Cruz Azul
2020-07-31,2020-21,Apertura,2,False,FC Juárez,Club Necaxa,1.0,0.0,0.0,0.0,footballcsv,FC Juárez,Necaxa
2020-08-01,2020-21,Apertura,2,False,CF América,Club Tijuana,4.0,0.0,1.0,0.0,footballcsv,América,Tijuana
2020-08-01,2020-21,Apertura,2,False,UANL Tigres,CF Pachuca,1.0,1.0,0.0,0.0,footballcsv,Tigres UANL,Pachuca
2020-08-02,2020-21,Apertura,2,False,Deportivo Toluca,Atlético San Luis,3.0,2.0,2.0,1.0,footballcsv,Toluca,Atlético San Luis
2020-08-02,2020-21,Apertura,2,False,Gallos Blancos,Mazatlán FC,1.0,1.0,0.0,0.0,footballcsv,Querétaro,Mazatlán FC
2020-08-02,2020-21,Apertura,2,False,Santos Laguna,Deportivo Guadalajara,2.0,0.0,1.0,0.0,footballcsv,Santos Laguna,Guadalajara
2020-08-03,2020-21,Apertura,2,False,Club León,CF Monterrey,1.0,0.0,0.0,0.0,footballcsv,León,Monterrey
2020-08-03,2020-21,Apertura,2,False,Atlas Guadalajara,Pumas UNAM,1.0,2.0,0.0,1.0,footballcsv,Atlas,Pumas UNAM
2020-08-06,2020-21,Apertura,3,False,Club Tijuana,UANL Tigres,0.0,0.0,0.0,0.0,footballcsv,Tijuana,Tigres UANL
2020-08-06,2020-21,Apertura,3,False,CF Pachuca,Gallos Blancos,1.0,0.0,1.0,0.0,footballcsv,Pachuca,Querétaro
2020-08-07,2020-21,Apertura,3,False,Club Necaxa,CF América,1.0,1.0,0.0,1.0,footballcsv,Necaxa,América
2020-08-07,2020-21,Apertura,3,False,Mazatlán FC,Deportivo Toluca,2.0,1.0,2.0,1.0,footballcsv,Mazatlán FC,Toluca
2020-08-08,2020-21,Apertura,3,False,Cruz Azul,Club León,2.0,0.0,1.0,0.0,footballcsv,Cruz Azul,León
2020-08-08,2020-21,Apertura,3,False,CF Monterrey,Santos Laguna,2.0,2.0,1.0,1.0,footballcsv,Monterrey,Santos Laguna
2020-08-08,2020-21,Apertura,3,False,Deportivo Guadalajara,Puebla FC,0.0,1.0,0.0,0.0,footballcsv,Guadalajara,Puebla
2020-08-09,2020-21,Apertura,3,False,Atlético San Luis,Atlas Guadalajara,1.0,1.0,1.0,1.0,footballcsv,Atlético San Luis,Atlas
2020-08-09,2020-21,Apertura,3,False,Pumas UNAM,FC Juárez,1.0,1.0,0.0,0.0,footballcsv,Pumas UNAM,FC Juárez
2020-08-11,2020-21,Apertura,4,False,CF Pachuca,Club León,0.0,1.0,0.0,0.0,footballcsv,Pachuca,León
2020-08-11,2020-21,Apertura,4,False,UANL Tigres,Puebla FC,2.0,1.0,2.0,0.0,footballcsv,Tigres UANL,Puebla
2020-08-11,2020-21,Apertura,4,False,Club Necaxa,Mazatlán FC,1.0,0.0,1.0,0.0,footballcsv,Necaxa,Mazatlán FC
2020-08-12,2020-21,Apertura,4,False,Gallos Blancos,Cruz Azul,1.0,0.0,1.0,0.0,footballcsv,Querétaro,Cruz Azul
2020-08-12,2020-21,Apertura,4,False,FC Juárez,Deportivo Guadalajara,0.0,2.0,0.0,0.0,footballcsv,FC Juárez,Guadalajara
2020-08-12,2020-21,Apertura,4,False,Pumas UNAM,CF Monterrey,1.0,1.0,1.0,0.0,footballcsv,Pumas UNAM,Monterrey
