date,season,stage,round,is_playoff,home_team_raw,away_team_raw,home_goals,away_goals,home_ht_goals,away_ht_goals,source,home_team,away_team
2021-09-26,2021-22,Apertura,10,False,Santos Laguna,CF Monterrey,1.0,2.0,0.0,0.0,footballcsv,Santos Laguna,Monterrey
2021-09-28,2021-22,Apertura,11,False,CF Pachuca,CF América,1.0,1.0,1.0,1.0,footballcsv,Pachuca,América
2021-09-28,2021-22,Apertura,11,False,Atlas Guadalajara,Puebla FC,0.0,1.0,0.0,1.0,footballcsv,Atlas,Puebla
2021-09-28,2021-22,Apertura,11,False,Club Necaxa,Club Tijuana,3.0,0.0,0.0,0.0,footballcsv,Necaxa,Tijuana
2021-09-28,2021-22,Apertura,11,False,Mazatlán FC,FC Juárez,3.0,1.0,2.0,0.0,footballcsv,Mazatlán FC,FC Juárez
2021-09-29,2021-22,Apertura,11,False,Gallos Blancos,Deportivo Guadalajara,1.0,0.0,0.0,0.0,footballcsv,Querétaro,Guadalajara
2021-09-29,2021-22,Apertura,11,False,Atlético San Luis,UANL Tigres,0.0,3.0,0.0,1.0,footballcsv,Atlético San Luis,Tigres UANL
2021-10-01,2021-22,Apertura,12,False,Puebla FC,CF Pachuca,1.0,2.0,1.0,1.0,footballcsv,Puebla,Pachuca
2021-10-01,2021-22,Apertura,12,False,FC Juárez,CF Monterrey,3.0,1.0,2.0,1.0,footballcsv,FC Juárez,Monterrey
2021-10-02,2021-22,Apertura,12,False,Club León,Atlético San Luis,0.0,0.0,0.0,0.0,footballcsv,León,Atlético San Luis
2021-10-02,2021-22,Apertura,12,False,Santos Laguna,Mazatlán FC,1.0,0.0,1.0,0.0,footballcsv,Santos Laguna,Mazatlán FC
2021-10-02,2021-22,Apertura,12,False,Deportivo Guadalajara,Atlas Guadalajara,0.0,1.0,0.0,1.0,footballcsv,Guadalajara,Atlas
2021-10-03,2021-22,Apertura,12,False,CF América,Pumas UNAM,2.0,0.0,1.0,0.0,footballcsv,América,Pumas UNAM
2021-10-03,2021-22,Apertura,12,False,UANL Tigres,Club Necaxa,0.0,0.0,0.0,0.0,footballcsv,Tigres UANL,Necaxa
2021-10-03,2021-22,Apertura,12,False,Club Tijuana,Cruz Azul,0.0,1.0,0.0,1.0,footballcsv,Tijuana,Cruz Azul
2021-10-03,2021-22,Apertura,12,False,Deportivo Toluca,Gallos Blancos,1.0,1.0,0.0,0.0,footballcsv,Toluca,Querétaro
2021-10-08,2021-22,Apertura,10,False,FC Juárez,Gallos Blancos,0.0,0.0,0.0,0.0,footballcsv,FC Juárez,Querétaro
2021-10-14,2021-22,Apertura,13,False,Gallos Blancos,Club Tijuana,1.0,1.0,0.0,1.0,footballcsv,Querétaro,Tijuana
2021-10-15,2021-22,Apertura,13,False,Club Necaxa,Puebla FC,0.0,1.0,0.0,0.0,footballcsv,Necaxa,Puebla
2021-10-15,2021-22,Apertura,13,False,Mazatlán FC,Atlas Guadalajara,1.0,0.0,1.0,0.0,footballcsv,Mazatlán FC,Atlas
2021-10-16,2021-22,Apertura,13,False,CF Pachuca,Santos Laguna,1.0,1.0,0.0,0.0,footballcsv,Pachuca,Santos Laguna
2021-10-16,2021-22,Apertura,13,False,CF Monterrey,Club León,0.0,1.0,0.0,1.0,footballcsv,Monterrey,León
2021-10-16,2021-22,Apertura,13,False,Cruz Azul,UANL Tigres,1.0,1.0,1.0,1.0,footballcsv,Cruz Azul,Tigres UANL
2021-10-16,2021-22,Apertura,13,False,Atlético San Luis,CF América,0.0,1.0,0.0,0.0,footballcsv,Atlético San Luis,América
2021-10-17,2021-22,Apertura,13,False,Pumas UNAM,FC Juárez,1.0,0.0,0.0,0.0,footballcsv,Pumas UNAM,FC Juárez
2021-10-17,2021-22,Apertura,13,False,Deportivo Guadalajara,Deportivo Toluca,2.0,0.0,1.0,0.0,footballcsv,Guadalajara,Toluca
2021-10-19,2021-22,Apertura,14,False,Atlas Guadalajara,Cruz Azul,0.0,0.0,0.0,0.0,footballcsv,Atlas,Cruz Azul
2021-10-19,2021-22,Apertura,14,False,CF América,Santos Laguna,2.0,1.0,0.0,0.0,footballcsv,América,Santos Laguna
2021-10-19,2021-22,Apertura,14,False,Gallos Blancos,CF Monterrey,1.0,0.0,1.0,0.0,footballcsv,Querétaro,Monterrey
2021-10-19,2021-22,Apertura,14,False,Puebla FC,Mazatlán FC,2.0,0.0,0.0,0.0,footballcsv,Puebla,Mazatlán FC
2021-10-20,2021-22,Apertura,14,False,Club Tijuana,Deportivo Guadalajara,0.0,0.0,0.0,0.0,footballcsv,Tijuana,Guadalajara
2021-10-20,2021-22,Apertura,14,False,UANL Tigres,CF Pachuca,3.0,0.0,2.0,0.0,footballcsv,Tigres UANL,Pachuca
2021-10-20,2021-22,Apertura,14,False,Club León,Pumas UNAM,1.0,2.0,0.0,1.0,footballcsv,León,Pumas UNAM
2021-10-20,2021-22,Apertura,14,False,Deportivo Toluca,Club Necaxa,1.0,1.0,0.0,0.0,footballcsv,Toluca,Necaxa
2021-10-22,2021-22,Apertura,15,False,Mazatlán FC,Gallos Blancos,2.0,1.0,0.0,1.0,footballcsv,Mazatlán FC,Querétaro
2021-10-23,2021-22,Apertura,15,False,CF América,UANL Tigres,1.0,0.0,0.0,0.0,footballcsv,América,Tigres UANL
2021-10-23,2021-22,Apertura,15,False,CF Monterrey,Club Necaxa,0.0,1.0,0.0,0.0,footballcsv,Monterrey,Necaxa
2021-10-23,2021-22,Apertura,15,False,Deportivo Guadalajara,Cruz Azul,1.0,1.0,0.0,1.0,footballcsv,Guadalajara,Cruz Azul
2021-10-23,2021-22,Apertura,15,False,Puebla FC,Club León,0.0,1.0,0.0,0.0,footballcsv,Puebla,León
2021-10-24,2021-22,Apertura,15,False,Atlético San Luis,Atlas Guadalajara,2.0,6.0,0.0,4.0,footballcsv,Atlético San Luis,Atlas
2021-10-24,2021-22,Apertura,15,False,Pumas UNAM,Club Tijuana,3.0,1.0,1.0,0.0,footballcsv,Pumas UNAM,Tijuana
2021-10-24,2021-22,Apertura,15,False,CF Pachuca,FC Juárez,1.0,1.0,0.0,1.0,footballcsv,Pachuca,FC Juárez
2021-10-24,2021-22,Apertura,15,False,Santos Laguna,Deportivo Toluca,2.0,2.0,1.0,0.0,footballcsv,Santos Laguna,Toluca
2021-10-28,2021-22,Apertura,16,False,Atlas Guadalajara,Club Tijuana,0.0,2.0,0.0,1.0,footballcsv,Atlas,Tijuana
2021-10-29,2021-22,Apertura,16,False,FC Juárez,Puebla FC,0.0,2.0,0.0,0.0,footballcsv,FC Juárez,Puebla
2021-10-29,2021-22,Apertura,16,False,Club Necaxa,Mazatlán FC,2.0,1.0,1.0,0.0,footballcsv,Necaxa,Mazatlán FC
2021-10-30,2021-22,Apertura,16,False,CF Pachuca,Pumas UNAM,1.0,1.0,0.0,1.0,footballcsv,Pachuca,Pumas UNAM
2021-10-30,2021-22,Apertura,16,False,Gallos Blancos,Santos Laguna,2.0,3.0,0.0,2.0,footballcsv,Querétaro,Santos Laguna
2021-10-30,2021-22,Apertura,16,False,UANL Tigres,Deportivo Guadalajara,2.0,1.0,1.0,0.0,footballcsv,Tigres UANL,Guadalajara
2021-10-31,2021-22,Apertura,16,False,Cruz Azul,CF América,2.0,1.0,1.0,0.0,footballcsv,Cruz Azul,América
2021-10-31,2021-22,Apertura,16,False,Atlético San Luis,CF Monterrey,1.0,1.0,0.0,1.0,footballcsv,Atlético San Luis,Monterrey
2021-10-31,2021-22,Apertura,16,False,Deportivo Toluca,Club León,0.0,0.0,0.0,0.0,footballcsv,Toluca,León
2021-11-03,2021-22,Apertura,5,False,CF Pachuca,Atlético San Luis,0.0,0.0,0.0,0.0,footballcsv,Pachuca,Atlético San Luis
2021-11-03,2021-22,Apertura,11,False,Cruz Azul,Club León,0.0,1.0,0.0,1.0,footballcsv,Cruz Azul,León
2021-11-04,2021-22,Apertura,17,False,Atlas Guadalajara,Gallos Blancos,2.0,0.0,0.0,0.0,footballcsv,Atlas,Querétaro
2021-11-04,2021-22,Apertura,11,False,Pumas UNAM,Santos Laguna,0.0,3.0,0.0,1.0,footballcsv,Pumas UNAM,Santos Laguna
2021-11-05,2021-22,Apertura,17,False,Mazatlán FC,Deportivo Guadalajara,0.0,1.0,0.0,0.0,footballcsv,Mazatlán FC,Guadalajara
2021-11-05,2021-22,Apertura,17,False,Puebla FC,Deportivo Toluca,1.0,0.0,0.0,0.0,footballcsv,Puebla,Toluca
2021-11-06,2021-22,Apertura,17,False,Club Tijuana,CF Pachuca,3.0,2.0,1.0,1.0,footballcsv,Tijuana,Pachuca
2021-11-06,2021-22,Apertura,17,False,UANL Tigres,FC Juárez,3.0,0.0,1.0,0.0,footballcsv,Tigres UANL,FC Juárez
2021-11-06,2021-22,Apertura,17,False,Club León,Club Necaxa,3.0,0.0,1.0,0.0,footballcsv,León,Necaxa
2021-11-06,2021-22,Apertura,17,False,CF América,CF Monterrey,0.0,0.0,0.0,0.0,footballcsv,América,Monterrey
2021-11-07,2021-22,Apertura,17,False,Santos Laguna,Atlético San Luis,0.0,0.0,0.0,0.0,footballcsv,Santos Laguna,Atlético San Luis
2021-11-07,2021-22,Apertura,17,False,Pumas UNAM,Cruz Azul,4.0,3.0,1.0,3.0,footballcsv,Pumas UNAM,Cruz Azul
2021-11-20,2021-22,Apertura - Liguilla,Reclassification,True,Puebla FC,Deportivo Guadalajara,2.0,2.0,1.0,1.0,footballcsv,Puebla,Guadalajara
2021-11-20,2021-22,Apertura - Liguilla,Reclassification,True,Santos Laguna,Atlético San Luis,2.0,0.0,0.0,0.0,footballcsv,Santos Laguna,Atlético San Luis
2021-11-21,2021-22,Apertura - Liguilla,Reclassification,True,Deportivo Toluca,Pumas UNAM,1.0,2.0,0.0,1.0,footballcsv,Toluca,Pumas UNAM
2021-11-21,2021-22,Apertura - Liguilla,Reclassification,True,Cruz Azul,CF Monterrey,1.0,4.0,1.0,2.0,footballcsv,Cruz Azul,Monterrey
2021-11-24,2021-22,Apertura - Liguilla,Quarterfinals,True,CF Monterrey,Atlas Guadalajara,0.0,0.0,0.0,0.0,footballcsv,Monterrey,Atlas
2021-11-24,2021-22,Apertura - Liguilla,Quarterfinals,True,Pumas UNAM,CF América,0.0,0.0,0.0,0.0,footballcsv,Pumas UNAM,América
2021-11-25,2021-22,Apertura - Liguilla,Quarterfinals,True,Santos Laguna,UANL Tigres,2.0,1.0,2.0,0.0,footballcsv,Santos Laguna,Tigres UANL
2021-11-25,2021-22,Apertura - Liguilla,Quarterfinals,True,Puebla FC,Club León,2.0,1.0,1.0,1.0,footballcsv,Puebla,León
2021-11-27,2021-22,Apertura - Liguilla,Quarterfinals,True,Atlas Guadalajara,CF Monterrey,1.0,1.0,1.0,0.0,footballcsv,Atlas,Monterrey
2021-11-27,2021-22,Apertura - Liguilla,Quarterfinals,True,CF América,Pumas UNAM,1.0,3.0,1.0,2.0,footballcsv,América,Pumas UNAM
2021-11-28,2021-22,Apertura - Liguilla,Quarterfinals,True,UANL Tigres,Santos Laguna,1.0,0.0,0.0,0.0,footballcsv,Tigres UANL,Santos Laguna
2021-11-28,2021-22,Apertura - Liguilla,Quarterfinals,True,Club León,Puebla FC,2.0,0.0,1.0,0.0,footballcsv,León,Puebla
2021-12-01,2021-22,Apertura - Liguilla,Semifinals,True,UANL Tigres,Club León,2.0,1.0,0.0,0.0,footballcsv,Tigres UANL,León
2021-12-02,2021-22,Apertura - Liguilla,Semifinals,True,Pumas UNAM,Atlas Guadalajara,0.0,1.0,0.0,1.0,footballcsv,Pumas UNAM,Atlas
2021-12-04,2021-22,Apertura - Liguilla,Semifinals,True,Club León,UANL Tigres,2.0,1.0,1.0,1.0,footballcsv,León,Tigres UANL
2021-12-05,2021-22,Apertura - Liguilla,Semifinals,True,Atlas Guadalajara,Pumas UNAM,0.0,1.0,0.0,0.0,footballcsv,Atlas,Pumas UNAM
2021-12-09,2021-22,Apertura - Liguilla,Final,True,Club León,Atlas Guadalajara,3.0,2.0,1.0,1.0,footballcsv,León,Atlas
2021-12-12,2021-22,Apertura - Liguilla,Final,True,Atlas Guadalajara,Club León,1.0,0.0,0.0,0.0,footballcsv,Atlas,León
2022-01-06,2021-22,Clausura,1,False,Atlético San Luis,CF Pachuca,0.0,2.0,0.0,0.0,footballcsv,Atlético San Luis,Pachuca
2022-01-07,2021-22,Clausura,1,False,Puebla FC,CF América,1.0,1.0,1.0,1.0,footballcsv,Puebla,América
2022-01-07,2021-22,Clausura,1,False,FC Juárez,Club Necaxa,2.0,1.0,1.0,0.0,footballcsv,FC Juárez,Necaxa
2022-01-08,2021-22,Clausura,1,False,Cruz Azul,Club Tijuana,2.0,0.0,1.0,0.0,footballcsv,Cruz Azul,Tijuana
2022-01-08,2021-22,Clausura,1,False,CF Monterrey,Gallos Blancos,0.0,0.0,0.0,0.0,footballcsv,Monterrey,Querétaro
2022-01-09,2021-22,Clausura,1,False,Deportivo Guadalajara,Mazatlán FC,3.0,0.0,3.0,0.0,footballcsv,Guadalajara,Mazatlán FC
2022-01-10,2021-22,Clausura,1,False,Pumas UNAM,Deportivo Toluca,5.0,0.0,1.0,0.0,footballcsv,Pumas UNAM,Toluca
2022-01-12,2021-22,Clausura,1,False,Santos Laguna,UANL Tigres,1.0,1.0,0.0,0.0,footballcsv,Santos Laguna,Tigres UANL
2022-01-14,2021-22,Clausura,2,False,Gallos Blancos,Pumas UNAM,1.0,3.0,1.0,2.0,footballcsv,Querétaro,Pumas UNAM
2022-01-14,2021-22,Clausura,2,False,Club Necaxa,CF Monterrey,0.0,4.0,0.0,3.0,footballcsv,Necaxa,Monterrey
2022-01-15,2021-22,Clausura,2,False,Atlas Guadalajara,Atlético San Luis,1.0,0.0,0.0,0.0,footballcsv,Atlas,Atlético San Luis
2022-01-15,2021-22,Clausura,2,False,UANL Tigres,Puebla FC,0.0,2.0,0.0,2.0,footballcsv,Tigres UANL,Puebla
2022-01-15,2021-22,Clausura,2,False,Cruz Azul,FC Juárez,1.0,0.0,1.0,0.0,footballcsv,Cruz Azul,FC Juárez
2022-01-15,2021-22,Clausura,2,False,Club Tijuana,Club León,1.0,1.0,0.0,1.0,footballcsv,Tijuana,León
2022-01-16,2021-22,Clausura,2,False,Deportivo Toluca,Santos Laguna,3.0,1.0,1.0,1.0,footballcsv,Toluca,Santos Laguna
2022-01-16,2021-22,Clausura,2,False,CF Pachuca,Deportivo Guadalajara,2.0,1.0,2.0,0.0,footballcsv,Pachuca,Guadalajara
2022-01-19,2021-22,Clausura,1,False,Club León,Atlas Guadalajara,1.0,1.0,1.0,0.0,footballcsv,León,Atlas
2022-01-20,2021-22,Clausura,3,False,Atlético San Luis,FC Juárez,0.0,1.0,0.0,0.0,footballcsv,Atlético San Luis,FC Juárez
2022-01-21,2021-22,Clausura,3,False,Mazatlán FC,Deportivo Toluca,1.0,2.0,1.0,0.0,footballcsv,Mazatlán FC,Toluca
2022-01-22,2021-22,Clausura,3,False,Deportivo Guadalajara,Gallos Blancos,1.0,1.0,1.0,1.0,footballcsv,Guadalajara,Querétaro
2022-01-22,2021-22,Clausura,3,False,Club León,CF Pachuca,2.0,1.0,1.0,1.0,footballcsv,León,Pachuca
2022-01-22,2021-22,Clausura,3,False,CF América,Atlas Guadalajara,0.0,2.0,0.0,0.0,footballcsv,América,Atlas
2022-01-22,2021-22,Clausura,3,False,CF Monterrey,Cruz Azul,2.0,2.0,0.0,1.0,footballcsv,Monterrey,Cruz Azul
2022-01-23,2021-22,Clausura,3,False,Pumas UNAM,UANL Tigres,1.0,2.0,1.0,0.0,footballcsv,Pumas UNAM,Tigres UANL
2022-01-23,2021-22,Clausura,3,False,Santos Laguna,Club Necaxa,1.0,4.0,1.0,1.0,footballcsv,Santos Laguna,Necaxa
2022-01-28,2021-22,Clausura,3,False,Puebla FC,Club Tijuana,3.0,1.0,0.0,1.0,footballcsv,Puebla,Tijuana
2022-02-05,2021-22,Clausura,4,False,CF América,Atlético San Luis,2.0,3.0,0.0,1.0,footballcsv,América,Atlético San Luis
2022-02-05,2021-22,Clausura,4,False,Club Necaxa,CF Pachuca,1.0,3.0,0.0,2.0,footballcsv,Necaxa,Pachuca
2022-02-05,2021-22,Clausura,4,False,Club Tijuana,Pumas UNAM,1.0,0.0,0.0,0.0,footballcsv,Tijuana,Pumas UNAM
2022-02-06,2021-22,Clausura,4,False,Gallos Blancos,Puebla FC,0.0,2.0,0.0,2.0,footballcsv,Querétaro,Puebla
2022-02-06,2021-22,Clausura,4,False,Atlas Guadalajara,Santos Laguna,2.0,1.0,2.0,0.0,footballcsv,Atlas,Santos Laguna
2022-02-06,2021-22,Clausura,4,False,UANL Tigres,Mazatlán FC,4.0,3.0,2.0,0.0,footballcsv,Tigres UANL,Mazatlán FC
2022-02-07,2021-22,Clausura,4,False,Club León,Cruz Azul,0.0,1.0,0.0,1.0,footballcsv,León,Cruz Azul
2022-02-09,2021-22,Clausura,4,False,FC Juárez,Deportivo Guadalajara,1.0,3.0,1.0,1.0,footballcsv,FC Juárez,Guadalajara
2022-02-11,2021-22,Clausura,5,False,Puebla FC,Atlas Guadalajara,1.0,1.0,0.0,0.0,footballcsv,Puebla,Atlas
2022-02-11,2021-22,Clausura,5,False,Mazatlán FC,Club Tijuana,2.0,0.0,1.0,0.0,footballcsv,Mazatlán FC,Tijuana
2022-02-12,2021-22,Clausura,5,False,Santos Laguna,CF América,2.0,3.0,2.0,2.0,footballcsv,Santos Laguna,América
2022-02-12,2021-22,Clausura,5,False,Cruz Azul,Club Necaxa,1.0,2.0,1.0,0.0,footballcsv,Cruz Azul,Necaxa
2022-02-12,2021-22,Clausura,5,False,Atlético San Luis,Deportivo Toluca,0.0,1.0,0.0,1.0,footballcsv,Atlético San Luis,Toluca
2022-02-12,2021-22,Clausura,5,False,Deportivo Guadalajara,UANL Tigres,1.0,3.0,0.0,2.0,footballcsv,Guadalajara,Tigres UANL
2022-02-13,2021-22,Clausura,5,False,Pumas UNAM,Club León,2.0,1.0,2.0,1.0,footballcsv,Pumas UNAM,León
2022-02-14,2021-22,Clausura,5,False,CF Pachuca,Gallos Blancos,2.0,2.0,2.0,1.0,footballcsv,Pachuca,Querétaro
2022-02-16,2021-22,Clausura,2,False,Mazatlán FC,CF América,2.0,1.0,2.0,0.0,footballcsv,Mazatlán FC,América
2022-02-18,2021-22,Clausura,6,False,FC Juárez,Santos Laguna,0.0,0.0,0.0,0.0,footballcsv,FC Juárez,Santos Laguna
2022-02-18,2021-22,Clausura,6,False,Puebla FC,CF Monterrey,1.0,0.0,1.0,0.0,footballcsv,Puebla,Monterrey
2022-02-18,2021-22,Clausura,6,False,Club Tijuana,Club Necaxa,1.0,1.0,0.0,0.0,footballcsv,Tijuana,Necaxa
2022-02-19,2021-22,Clausura,6,False,Club León,Deportivo Guadalajara,2.0,1.0,1.0,0.0,footballcsv,León,Guadalajara
2022-02-19,2021-22,Clausura,6,False,UANL Tigres,Atlético San Luis,2.0,1.0,0.0,0.0,footballcsv,Tigres UANL,Atlético San Luis
2022-02-19,2021-22,Clausura,6,False,Gallos Blancos,Mazatlán FC,2.0,0.0,0.0,0.0,footballcsv,Querétaro,Mazatlán FC
2022-02-20,2021-22,Clausura,6,False,Deportivo Toluca,Cruz Azul,1.0,4.0,1.0,1.0,footballcsv,Toluca,Cruz Azul
2022-02-20,2021-22,Clausura,6,False,CF América,CF Pachuca,1.0,3.0,0.0,2.0,footballcsv,América,Pachuca
2022-02-20,2021-22,Clausura,6,False,Atlas Guadalajara,Pumas UNAM,0.0,0.0,0.0,0.0,footballcsv,Atlas,Pumas UNAM
2022-02-24,2021-22,Clausura,7,False,CF Pachuca,Mazatlán FC,3.0,1.0,2.0,1.0,footballcsv,Pachuca,Mazatlán FC
2022-02-24,2021-22,Clausura,7,False,Gallos Blancos,Deportivo Toluca,1.0,1.0,1.0,0.0,footballcsv,Querétaro,Toluca
2022-02-25,2021-22,Clausura,7,False,FC Juárez,UANL Tigres,2.0,3.0,0.0,3.0,footballcsv,FC Juárez,Tigres UANL
2022-02-25,2021-22,Clausura,7,False,Club Tijuana,Atlas Guadalajara,2.0,0.0,2.0,0.0,footballcsv,Tijuana,Atlas
2022-02-25,2021-22,Clausura,7,False,Club Necaxa,Club León,0.0,1.0,0.0,1.0,footballcsv,Necaxa,León
2022-02-26,2021-22,Clausura,7,False,CF Monterrey,Atlético San Luis,0.0,2.0,0.0,1.0,footballcsv,Monterrey,Atlético San Luis
2022-02-26,2021-22,Clausura,7,False,Deportivo Guadalajara,Puebla FC,2.0,3.0,2.0,0.0,footballcsv,Guadalajara,Puebla
2022-02-26,2021-22,Clausura,7,False,Pumas UNAM,CF América,0.0,0.0,0.0,0.0,footballcsv,Pumas UNAM,América
2022-02-27,2021-22,Clausura,7,False,Cruz Azul,Santos Laguna,1.0,2.0,0.0,1.0,footballcsv,Cruz Azul,Santos Laguna
2022-03-01,2021-22,Clausura,8,False,Club León,CF Monterrey,0.0,0.0,0.0,0.0,footballcsv,León,Monterrey
2022-03-01,2021-22,Clausura,8,False,Deportivo Toluca,Club Tijuana,1.0,2.0,1.0,1.0,footballcsv,Toluca,Tijuana
2022-03-01,2021-22,Clausura,8,False,Puebla FC,FC Juárez,1.0,1.0,0.0,0.0,footballcsv,Puebla,FC Juárez
2022-03-01,2021-22,Clausura,8,False,CF América,Gallos Blancos,1.0,1.0,1.0,0.0,footballcsv,América,Querétaro
2022-03-01,2021-22,Clausura,8,False,Mazatlán FC,Club Necaxa,0.0,0.0,0.0,0.0,footballcsv,Mazatlán FC,Necaxa
2022-03-02,2021-22,Clausura,8,False,Santos Laguna,Pumas UNAM,3.0,2.0,1.0,1.0,footballcsv,Santos Laguna,Pumas UNAM
2022-03-02,2021-22,Clausura,8,False,UANL Tigres,Cruz Azul,2.0,2.0,2.0,1.0,footballcsv,Tigres UANL,Cruz Azul
2022-03-02,2021-22,Clausura,8,False,Atlas Guadalajara,CF Pachuca,0.0,1.0,0.0,0.0,footballcsv,Atlas,Pachuca
2022-03-02,2021-22,Clausura,8,False,Atlético San Luis,Deportivo Guadalajara,2.0,2.0,2.0,0.0,footballcsv,Atlético San Luis,Guadalajara
2022-03-04,2021-22,Clausura,9,False,Club Necaxa,Deportivo Toluca,0.0,1.0,0.0,1.0,footballcsv,Necaxa,Toluca
2022-03-04,2021-22,Clausura,9,False,FC Juárez,Club León,0.0,1.0,0.0,0.0,footballcsv,FC Juárez,León
2022-03-05,2021-22,Clausura,9,False,Gallos Blancos,Atlas Guadalajara,,,,,footballcsv,Querétaro,Atlas
2022-03-05,2021-22,Clausura,9,False,CF Monterrey,CF América,2.0,1.0,1.0,1.0,footballcsv,Monterrey,América
2022-03-05,2021-22,Clausura,9,False,Deportivo Guadalajara,Santos Laguna,1.0,0.0,0.0,0.0,footballcsv,Guadalajara,Santos Laguna
2022-03-05,2021-22,Clausura,9,False,Cruz Azul,Puebla FC,1.0,3.0,1.0,2.0,footballcsv,Cruz Azul,Puebla
2022-03-11,2021-22,Clausura,10,False,FC Juárez,Atlas Guadalajara,1.0,2.0,0.0,1.0,footballcsv,FC Juárez,Atlas
2022-03-11,2021-22,Clausura,10,False,Club Necaxa,Gallos Blancos,1.0,0.0,1.0,0.0,footballcsv,Necaxa,Querétaro
2022-03-11,2021-22,Clausura,10,False,CF Monterrey,Mazatlán FC,2.0,1.0,2.0,0.0,footballcsv,Monterrey,Mazatlán FC
2022-03-12,2021-22,Clausura,10,False,Cruz Azul,Pumas UNAM,2.0,1.0,1.0,1.0,footballcsv,Cruz Azul,Pumas UNAM
2022-03-12,2021-22,Clausura,10,False,Deportivo Guadalajara,CF América,0.0,0.0,0.0,0.0,footballcsv,Guadalajara,América
2022-03-12,2021-22,Clausura,10,False,Club León,UANL Tigres,0.0,3.0,0.0,2.0,footballcsv,León,Tigres UANL
2022-03-13,2021-22,Clausura,10,False,Deportivo Toluca,CF Pachuca,0.0,3.0,0.0,1.0,footballcsv,Toluca,Pachuca
2022-03-13,2021-22,Clausura,10,False,Santos Laguna,Club Tijuana,4.0,0.0,1.0,0.0,footballcsv,Santos Laguna,Tijuana
2022-03-13,2021-22,Clausura,10,False,Atlético San Luis,Puebla FC,2.0,1.0,1.0,0.0,footballcsv,Atlético San Luis,Puebla
2022-03-15,2021-22,Clausura,5,False,CF Monterrey,FC Juárez,3.0,0.0,0.0,0.0,footballcsv,Monterrey,FC Juárez
2022-03-17,2021-22,Clausura,11,False,Gallos Blancos,Atlético San Luis,2.0,1.0,0.0,0.0,footballcsv,Querétaro,Atlético San Luis
2022-03-18,2021-22,Clausura,11,False,Puebla FC,Santos Laguna,2.0,2.0,0.0,0.0,footballcsv,Puebla,Santos Laguna
2022-03-19,2021-22,Clausura,11,False,Pumas UNAM,Club Necaxa,1.0,3.0,0.0,2.0,footballcsv,Pumas UNAM,Necaxa
2022-03-19,2021-22,Clausura,11,False,UANL Tigres,CF Monterrey,2.0,0.0,0.0,0.0,footballcsv,Tigres UANL,Monterrey
2022-03-19,2021-22,Clausura,11,False,CF Pachuca,Cruz Azul,1.0,0.0,1.0,0.0,footballcsv,Pachuca,Cruz Azul
2022-03-20,2021-22,Clausura,11,False,Atlas Guadalajara,Deportivo Guadalajara,1.0,1.0,0.0,0.0,footballcsv,Atlas,Guadalajara
2022-03-20,2021-22,Clausura,11,False,CF América,Deportivo Toluca,3.0,0.0,3.0,0.0,footballcsv,América,Toluca
2022-03-20,2021-22,Clausura,11,False,Mazatlán FC,Club León,1.0,2.0,0.0,2.0,footballcsv,Mazatlán FC,León
2022-03-20,2021-22,Clausura,11,False,Club Tijuana,FC Juárez,1.0,0.0,0.0,0.0,footballcsv,Tijuana,FC Juárez
2022-03-26,2021-22,Clausura,9,False,Pumas UNAM,Mazatlán FC,1.0,1.0,0.0,0.0,footballcsv,Pumas UNAM,Mazatlán FC
2022-04-01,2021-22,Clausura,12,False,Atlético San Luis,Mazatlán FC,1.0,0.0,0.0,0.0,footballcsv,Atlético San Luis,Mazatlán FC
2022-04-02,2021-22,Clausura,12,False,FC Juárez,Pumas UNAM,0.0,1.0,0.0,0.0,footballcsv,FC Juárez,Pumas UNAM
2022-04-02,2021-22,Clausura,12,False,Club Necaxa,CF América,0.0,1.0,0.0,0.0,footballcsv,Necaxa,América
2022-04-02,2021-22,Clausura,12,False,Cruz Azul,Atlas Guadalajara,1.0,0.0,1.0,0.0,footballcsv,Cruz Azul,Atlas
2022-04-03,2021-22,Clausura,12,False,UANL Tigres,Club Tijuana,2.0,0.0,0.0,0.0,footballcsv,Tigres UANL,Tijuana
2022-04-03,2021-22,Clausura,12,False,Club León,Gallos Blancos,1.0,1.0,0.0,1.0,footballcsv,León,Querétaro
2022-04-03,2021-22,Clausura,12,False,Deportivo Toluca,Puebla FC,2.0,1.0,2.0,1.0,footballcsv,Toluca,Puebla
2022-04-03,2021-22,Clausura,12,False,Santos Laguna,CF Pachuca,3.0,1.0,1.0,0.0,footballcsv,Santos Laguna,Pachuca
2022-04-06,2021-22,Clausura,9,False,Club Tijuana,Atlético San Luis,1.0,1.0,0.0,0.0,footballcsv,Tijuana,Atlético San Luis
2022-04-06,2021-22,Clausura,4,False,Deportivo Toluca,CF Monterrey,2.0,2.0,1.0,2.0,footballcsv,Toluca,Monterrey
2022-04-07,2021-22,Clausura,9,False,CF Pachuca,UANL Tigres,2.0,1.0,0.0,0.0,footballcsv,Pachuca,Tigres UANL
2022-04-07,2021-22,Clausura,13,False,Atlas Guadalajara,Club Necaxa,2.0,1.0,1.0,0.0,footballcsv,Atlas,Necaxa
2022-04-08,2021-22,Clausura,13,False,Puebla FC,Pumas UNAM,2.0,2.0,2.0,1.0,footballcsv,Puebla,Pumas UNAM
